Pathways;Name;Identifier;Formula;Compartment;Monoisotopic Mass;Neutral Monoisotopic Mass;Average Mass;Side compound;;;;;;;;;;;;;;;;
Glycolysis / Gluconeogenesis - Homo sapiens (human);beta-D-Fructose 6-phosphate;C05345;C6H13O9P;x;260,1358;0;0;false;;;;;;;;;;;;;;;;
Glycolysis / Gluconeogenesis - Homo sapiens (human);beta-D-Glucose;C00221;C6H12O6;x;180,1559;0;0;false;;;;;;;;;;;;;;;;
Glycolysis / Gluconeogenesis - Homo sapiens (human);beta-D-Glucose 6-phosphate;C01172;C6H13O9P;x;260,1358;0;0;false;;;;;;;;;;;;;;;;
Glycolysis / Gluconeogenesis - Homo sapiens (human);D-Glucose 1-phosphate;C00103;C6H13O9P;x;260,1358;0;0;false;;;;;;;;;;;;;;;;
Glycolysis / Gluconeogenesis - Homo sapiens (human);D-Glyceraldehyde 3-phosphate;C00118;C3H7O6P;x;170,0578;0;0;false;;;;;;;;;;;;;;;;
Glycolysis / Gluconeogenesis - Homo sapiens (human);Enzyme N6-(dihydrolipoyl)lysine;C15973;C8H16NOS2R;x;0;0;0;false;;;;;;;;;;;;;;;;
Glycolysis / Gluconeogenesis - Homo sapiens (human);Enzyme N6-(lipoyl)lysine;C15972;C8H14NOS2R;x;0;0;0;false;;;;;;;;;;;;;;;;
Glycolysis / Gluconeogenesis - Homo sapiens (human);Ethanol;C00469;C2H6O;x;46,0684;0;0;false;;;;;;;;;;;;;;;;
Glycolysis / Gluconeogenesis - Homo sapiens (human);Glycerone phosphate;C00111;C3H7O6P;x;170,0578;0;0;false;;;;;;;;;;;;;;;;
Glycolysis / Gluconeogenesis - Homo sapiens (human);Oxaloacetate;C00036;C4H4O5;x;132,0716;0;0;false;;;;;;;;;;;;;;;;
Glycolysis / Gluconeogenesis - Homo sapiens (human);Phosphoenolpyruvate;C00074;C3H5O6P;x;168,042;0;0;false;;;;;;;;;;;;;;;;
Glycolysis / Gluconeogenesis - Homo sapiens (human);Pyruvate;C00022;C3H4O3;x;88,0621;0;0;false;;;;;;;;;;;;;;;;
Glycolysis / Gluconeogenesis - Homo sapiens (human);Thiamin diphosphate;C00068;C12H19N4O7P2S;x;425,3144;0;0;false;;;;;;;;;;;;;;;;
Glycolysis / Gluconeogenesis - Homo sapiens (human);[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine;C16255;C10H18NO2S2R;x;0;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human);Chondroitin;C00401;(C14H21NO11)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human);Dermatan;C01490;(C14H21NO11)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human);gl:G00154;G00154;NA;x;132,1;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human);gl:G00155;G00155;NA;x;294,3;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human);gl:G00156;G00156;NA;x;456,4;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human);gl:G00157;G00157;NA;x;632,5;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human);gl:G00158;G00158;NA;x;835,7;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human);gl:G00159;G00159;NA;x;1011,8;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human);gl:G00160;G00160;NA;x;1215;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate - Homo sapiens (human);[Protein]-L-serine;C02189;C4H6N2O3R2;x;0;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human);gl:G00157;G00157;NA;x;632,5;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human);gl:G00162;G00162;NA;x;835,7;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human);gl:G00163;G00163;NA;x;1011,8;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Homo sapiens (human);gl:G00164;G00164;NA;x;1215;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);DWA-2;G00872;NA;x;477,4;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G00526;G00526;NA;x;776,7;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G00711;G00711;NA;x;600,5;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G01391;G01391;NA;x;463,4;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G01945;G01945;NA;x;988,9;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G01977;G01977;NA;x;908,8;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G02632;G02632;NA;x;397,3;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G09660;G09660;NA;x;477,4;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G12336;G12336;NA;x;760,7;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G13034;G13034;NA;x;1231;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G13035;G13035;NA;x;1150,9;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G13036;G13036;NA;x;974,8;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G13037;G13037;NA;x;894,7;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G13038;G13038;NA;x;936,8;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G13039;G13039;NA;x;733,6;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G13040;G13040;NA;x;653,5;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G13041;G13041;NA;x;1016,8;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G13042;G13042;NA;x;936,8;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G13043;G13043;NA;x;680,6;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G13073;G13073;NA;x;746,7;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);gl:G13074;G13074;NA;x;666,6;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);Heparan sulfate;C00925;(C12H15NO10(R1)(R2)3)n;x;0;0;0;false;;;;;;;;;;;;;;;;
Glycosaminoglycan degradation - Homo sapiens (human);Hyaluronic acid;G10505;NA;x;0;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GA1;G00124;NA;x;689,6;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GA2;G00123;NA;x;527,5;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GD1a;G00127;NA;x;1272,1;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GD1a;G00111;NA;x;1272,1;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GD1b;G00115;NA;x;1272,1;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GD1c;G00126;NA;x;1272,1;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GD2;G00114;NA;x;1110;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GD3;G00113;NA;x;906,8;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GM1;G00110;NA;x;980,9;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GM1b;G00125;NA;x;980,9;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GM2;G00109;NA;x;818,7;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GM3;G00108;NA;x;615,5;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GQ1b;G00117;NA;x;1854,7;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GQ1balpha;G00129;NA;x;1854,7;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GT1a;G00112;NA;x;1563,4;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GT1aalpha;G00128;NA;x;1563,4;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GT1b;G00116;NA;x;1563,4;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GT1c;G00120;NA;x;1563,4;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GT2;G00119;NA;x;1401,3;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);GT3;G00118;NA;x;1198,1;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - ganglio series - Homo sapiens (human);Lactosylceramide;G00092;NA;x;324,3;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human);Forssman antigen, IV3GalNAca-Gb4Cer;G00095;NA;x;892,8;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human);Galactosylgloboside;G00097;NA;x;851,8;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human);gl:G00103;G00103;NA;x;1217,1;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human);gl:G00104;G00104;NA;x;1363,2;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human);gl:G02977;G02977;NA;x;892,8;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human);Globo-H;G00099;NA;x;997,9;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human);Globoside;G00094;NA;x;689,6;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human);Globotriaosylceramide;G00093;NA;x;486,4;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human);iGb3-Cer;G00403;NA;x;486,4;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human);iGb4-Cer ;G00392;NA;x;689,6;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human);IV4-alpha-Gal-Gb4Cer;G11492;NA;x;851,8;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human);Lactosylceramide;G00092;NA;x;324,3;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human);Monosialylgalactosylgloboside;G00098;NA;x;1143;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human);NOR2 antigen;G13081;NA;x;1217,1;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - globo and isoglobo series - Homo sapiens (human);NORint;G13080;NA;x;1055;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);3',8'-LD1;G00064;NA;x;1272,1;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);3'-isoLM1;G00047;NA;x;980,9;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);Fuc-3'-isoLM1;G00048;NA;x;1127;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);Fuc-Lc4Cer;G00046;NA;x;835,8;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);gl:G00038;G00038;NA;x;851,8;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);gl:G00040;G00040;NA;x;1144,1;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);gl:G00043;G00043;NA;x;1185,1;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);gl:G00057;G00057;NA;x;1201,1;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);gl:G00072;G00072;NA;x;1404,3;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);gl:G00073;G00073;NA;x;1566,4;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);gl:G00074;G00074;NA;x;1712,6;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);gl:G00077;G00077;NA;x;1258,2;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);gl:G00081;G00081;NA;x;1347,2;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);gl:G00082;G00082;NA;x;1493,4;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);gl:G00083;G00083;NA;x;1363,2;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);gl:G00084;G00084;NA;x;1566,4;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);gl:G00085;G00085;NA;x;1712,6;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);gl:G00086;G00086;NA;x;1858,7;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);III3,IV2Fuc-nLc4Cer;G00056;NA;x;981,9;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);III3Fuc-nLc4Cer;G00060;NA;x;835,8;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);III3Fuc-nLc6Cer;G00076;NA;x;1201,1;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);IV2Fuc,III4Fuc-Lc4Cer;G00045;NA;x;981,9;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);IV2Fuc-Lc4Cer;G00044;NA;x;835,8;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);IV2Fuc-nLc4Cer;G00055;NA;x;835,8;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);IV3NeuAc,III3Fuc-nLc4Cer;G00063;NA;x;1127;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);IV4Gala-nLc4-Cer;G00428;NA;x;851,8;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);Lactosylceramide;G00092;NA;x;324,3;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);Lc3Cer;G00036;NA;x;527,5;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);Lc4Cer;G00037;NA;x;689,6;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);nLc5Cer;G00051;NA;x;851,8;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);nLc5Cer;G00066;NA;x;892,8;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);nLc6Cer;G00067;NA;x;1055;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);nLc7Cer;G00068;NA;x;1258,2;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);nLc8Cer;G00069;NA;x;1420,3;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);Paragloboside;G00050;NA;x;689,6;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);PX2;G00889;NA;x;892,8;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);Sialyl-3-paragloboside;G00062;NA;x;980,9;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);Type IA glycolipid;G00042;NA;x;1039;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);Type IB glycolipid;G00039;NA;x;997,9;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);Type II A antigen;G00054;NA;x;1039;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);Type II B antigen;G00052;NA;x;997,9;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);Type IIIA glycolipid;G00059;NA;x;1550,4;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);Type IIIAb;G00075;NA;x;1915,8;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);Type IIIH glycolipid;G00058;NA;x;1347,2;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);V3Fuc,III3Fuc-nLc6Cer;G00090;NA;x;1347,2;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);V3Fuc-nLc6Cer;G00089;NA;x;1201,1;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);VI2Fuc-nLc6;G00071;NA;x;1201,1;0;0;false;;;;;;;;;;;;;;;;
Glycosphingolipid biosynthesis - lacto and neolacto series - Homo sapiens (human);VI3NeuAc-nLc6Cer;G00088;NA;x;1346,2;0;0;false;;;;;;;;;;;;;;;;
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human);1-Phosphatidyl-D-myo-inositol;C01194;C11H17O13PR2;x;0;0;0;false;;;;;;;;;;;;;;;;
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human);6-(alpha-D-glucosaminyl)-1D-myo-inositol;G12396;NA;x;161,2;0;0;false;;;;;;;;;;;;;;;;
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human);Dolichyl phosphate D-mannose;G10617;NA;x;162,1;0;0;false;;;;;;;;;;;;;;;;
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human);gl:G00143;G00143;NA;x;203,2;0;0;false;;;;;;;;;;;;;;;;
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human);gl:G00144;G00144;NA;x;161,2;0;0;false;;;;;;;;;;;;;;;;
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human);gl:G00145;G00145;NA;x;179,2;0;0;false;;;;;;;;;;;;;;;;
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human);gl:G00146;G00146;NA;x;341,3;0;0;false;;;;;;;;;;;;;;;;
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human);gl:G00147;G00147;NA;x;403,3;0;0;false;;;;;;;;;;;;;;;;
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human);gl:G00148;G00148;NA;x;565,4;0;0;false;;;;;;;;;;;;;;;;
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human);gl:G00149;G00149;NA;x;727,6;0;0;false;;;;;;;;;;;;;;;;
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human);gl:G13044;G13044;NA;x;0;0;0;false;;;;;;;;;;;;;;;;
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human);Palmitoyl-CoA;C00154;C37H66N7O17P3S;x;1005,9429;0;0;false;;;;;;;;;;;;;;;;
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human);Phosphatidylethanolamine;C00350;C7H12NO8PR2;x;0;0;0;false;;;;;;;;;;;;;;;;
Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human);UDP-N-acetyl-D-glucosamine;G10610;NA;x;0;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);(2R)-Ethylmalonyl-CoA;C20238;C26H42N7O19P3S;x;881,6335;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);(2S)-Ethylmalonyl-CoA;C18026;C26H42N7O19P3S;x;881,6335;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);(R)-Methylmalonyl-CoA;C01213;C25H40N7O19P3S;x;867,6069;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);(S)-Malate;C00149;C4H6O5;x;134,0874;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);(S)-Methylmalonyl-CoA;C00683;C25H40N7O19P3S;x;867,6069;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);2-Hydroxy-3-oxopropanoate;C01146;C3H4O4;x;104,0615;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);2-Phospho-D-glycerate;C00631;C3H7O7P;x;186,0572;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);2-Phosphoglycolate;C00988;C2H5O6P;x;156,0313;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);4-Hydroxy-2-oxoglutarate;C01127;C5H6O6;x;162,0975;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);5,10-Methylenetetrahydrofolate;C00143;C20H23N7O6;x;457,4399;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);Acetoacetyl-CoA;C00332;C25H40N7O18P3S;x;851,6075;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);Acetyl-CoA;C00024;C23H38N7O17P3S;x;809,5708;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);Ammonia;C00014;NH3;x;17,0305;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);cis-Aconitate;C00417;C6H6O6;x;174,1082;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);Citrate;C00158;C6H8O7;x;192,1235;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);D-Glycerate;C00258;C3H6O4;x;106,0773;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);Glycine;C00037;C2H5NO2;x;75,0666;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);Glycolate;C00160;C2H4O3;x;76,0514;0;0;false;;;;;;;;;;;;;;;;
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human);Glyoxylate;C00048;C2H2O3;x;74,0355;0;0;false;;;;;;;;;;;;;;;;
